reception_player,team,Receptions,Yards,Touchdowns
Shane Lee,Nicholls,8,69.0,0.0
Joey Aguilar,Tennessee,2,69.0,2.0
Landon Strickland,Chattanooga,6,69.0,0.0
D'Wayne' Winfield,Louisiana,2,69.0,2.0
Jeremiah James,Northwestern State,6,69.0,0.0
Rashad Amos,Georgia State,9,69.0,0.0
Jakyre Henley,Lafayette,12,68.0,0.0
Michael Bowman,Allen,6,68.0,1.0
Craig Cunningham,Morehead State,6,68.0,0.0
Nathan Kent,Navy,4,68.0,0.0
Isiah Robinson,Lincoln (CA),5,68.0,0.0
Jordan Mcdonald,Boston College,11,68.0,0.0
TJ Johnson,Old Dominion,4,68.0,1.0
Apollos Cook,Mercer,6,68.0,0.0
Sidney Mbanasor,Old Dominion,6,68.0,0.0
Brodrick Malone,New Mexico State,5,68.0,1.0
Jack Donnelly,Pennsylvania,5,68.0,0.0
Ja'kheo Mitchell,Utah Tech,7,68.0,0.0
Bryson Rodgers,Ohio State,5,68.0,0.0
Evan Dickens,Liberty,5,68.0,1.0
Evan King,Buffalo,9,68.0,0.0
Jaivian Thomas,UCLA,10,68.0,0.0
Jariyah Sawyer,Colgate,6,68.0,0.0
Kevin Allen III,Eastern Washington,14,68.0,0.0
Elijah Griffin,Alcorn State,3,68.0,0.0
Steve Hall,Lindenwood,12,68.0,0.0
Jaden Keefner,Bryant,1,68.0,1.0
Fredderick Graves,North Carolina A&T,7,68.0,0.0
Matthew Klopfenstein,Baylor,7,67.0,0.0
Tre Bradford,Grambling,12,67.0,0.0
Ben Haulmark,Central Arkansas,3,67.0,0.0
Micah Hudson,Texas Tech,6,67.0,0.0
Austin Hill,Stetson,6,67.0,0.0
Riley Purcell,Morehead State,3,67.0,1.0
Tyler Hennessy,UC Davis,6,67.0,0.0
Jaylin Marshall,Georgia State,4,67.0,0.0
Torin Baker,Tennessee Tech,7,67.0,1.0
Neico Sandifer,Alcorn State,8,67.0,0.0
Jadon Porter,Baylor,8,67.0,0.0
Brooks Kleinpeter,Murray State,6,67.0,1.0
Brycen Coleman,Vanderbilt,3,67.0,1.0
Caleb Rollerson,UCF,3,67.0,0.0
Trevonte' Citizen,McNeese,8,67.0,0.0
Noah Whittington,Oregon,14,66.0,1.0
Luke Hansen,Dayton,11,66.0,1.0
Julien Stokes,Pennsylvania,4,66.0,0.0
Nolan Reed,Southeast Missouri State,11,66.0,0.0
Jason Collins Jr.,Morgan State,12,66.0,0.0
Jack Pedersen,UCLA,10,66.0,0.0
Connor Witthoft,Delaware,9,66.0,0.0
Jaylin Harcum,West Liberty,6,66.0,0.0
Sam Slade,Holy Cross,9,66.0,0.0
Nate Frazier,Georgia,11,66.0,1.0
Fame Ijeboi,Minnesota,12,66.0,1.0
Brandon Johnson,Northern Colorado,8,66.0,0.0
Steven Mahar Jr.,UAlbany,3,66.0,1.0
Malik Hunter,Virginia St,6,65.0,0.0
Davion Chandler,Indiana,1,65.0,0.0
Malik Washington,Maryland,5,65.0,5.0
Chandler Chapman,Southern Illinois,11,65.0,0.0
Kai Coln,Princeton,6,65.0,6.0
Michael Brescia,Western Michigan,9,65.0,2.0
Hunter Andrews,Utah,10,65.0,0.0
Cody Hardy,NC State,3,65.0,1.0
Tyler Little,Arkansas State,5,65.0,0.0
Austin Henderson,Liberty,6,65.0,0.0
Damian Henderson II,Sacramento State,7,65.0,0.0
Dallas Holmes,South Dakota,8,65.0,0.0
Cameron Glenn,UT Rio Grande Valley,6,65.0,1.0
Austin Smith,Sam Houston,7,65.0,0.0
Ross Fournet,Florida International,8,64.0,0.0
Cole Schnieder,Gardner-Webb,8,64.0,0.0
Zeon Chriss,Houston,1,64.0,1.0
Matt Adcock,Memphis,10,64.0,1.0
Trace Bruckler,Ole Miss,5,64.0,1.0
Aidan Henry,Stonehill,2,64.0,1.0
Jamar Taylor,Florida A&M,6,64.0,1.0
Jalen Berger,UCLA,10,64.0,2.0
Shade Schaefer,Mississippi Valley State,9,64.0,0.0
Martel Hight,Vanderbilt,7,64.0,0.0
Zion Griffin,Stetson,12,64.0,0.0
Cinsere Clark,Savannah St,4,64.0,0.0
Levi Wilkins,Bryant,4,64.0,0.0
Ali Scott,Bethune-Cookman,10,64.0,0.0
Keenan Phillips,South Alabama,10,64.0,0.0
Jaylan Bean,Wyoming,5,64.0,0.0
P.J. Prioleau,Virginia Tech,11,64.0,0.0
Keith Jenkins Jr.,Morgan State,5,64.0,0.0
Walker Harris,North Carolina Central,4,64.0,4.0
Henry Dryden,Central Michigan,7,64.0,0.0
Landon Ransom-Goelz,Rice,6,63.0,1.0
Justin Ruffin Jr.,Central Michigan,7,63.0,0.0
Dasaahn Brame,Tennessee,6,63.0,0.0
Austin Bray,Youngstown State,6,63.0,0.0
Amari Niblack,Texas A&M,4,63.0,0.0
Tyler Wilkins,Morgan State,2,63.0,1.0
Braiden Whitaker,Adrian,5,63.0,0.0
Kristen Hoskins,North Dakota,11,63.0,0.0
Marquez Dortch,Troy,7,63.0,0.0
Nick Minicucci,Delaware,5,63.0,5.0
Karson Boschma,Oregon State,3,63.0,0.0
Nikkem Reynolds,New Haven,7,63.0,1.0
Waymond Jordan,USC,7,63.0,0.0
Garet Schlabs,Chadron St,5,63.0,0.0
Grant Robinson,Bryant,9,63.0,0.0
Harlan Dixon,Incarnate Word,7,63.0,0.0
Leyton Cure,Kansas,4,63.0,0.0
Caleb Komolafe,Northwestern,8,63.0,0.0
Aaron Arteaga,Maine,4,63.0,0.0
Davin Wydner,West Georgia,3,63.0,3.0
Chevy Brenson,Wake Forest,2,63.0,0.0
Suderian Harrison,Virginia,2,62.0,0.0
Joseph Towler,Bowie State,8,62.0,0.0
George Dimopoulos,Northern Illinois,10,62.0,0.0
Chris Street,Utah Tech,13,62.0,0.0
Tae Meadows,Troy,10,62.0,0.0
Shamarius Peterkin,Virginia Tech,2,62.0,0.0
Jackson West,Western Kentucky,6,62.0,0.0
Deuce Oliver,UT Martin,7,62.0,0.0
BJ Wuest,Indiana State,5,62.0,0.0
Franklin Baret Jr.,Jacksonville State,5,62.0,0.0
Ja'Vin Simpkins,Coastal Carolina,12,62.0,0.0
Dante Reno,Yale,3,62.0,3.0
Mazeo Bennett,South Carolina,10,62.0,0.0
Mekhi Nelson,Nebraska,5,62.0,0.0
Henry Boyer,Kentucky,5,62.0,0.0
Isaiah Ragland,Villanova,8,62.0,0.0
Cade Cox,VMI,10,62.0,0.0
Bryce Dorsey,Memphis,6,62.0,0.0
Jon McCall,Kentucky State,5,62.0,0.0
Titus Lyons,Texas State,8,62.0,0.0
Bryson Burns,Southeast Missouri State,7,62.0,0.0
Kiael Kelly,Ball State,2,62.0,2.0
Jaden Fair,Richmond,7,62.0,0.0
Brendon Barrow,Rhode Island,8,62.0,0.0
Karl Ligon,Alabama State,7,62.0,0.0
Caleb Lewis,Tarleton State,8,61.0,0.0
Brian Trobel,Mercyhurst,10,61.0,0.0
Omiri Wiggins,Louisiana Tech,11,61.0,1.0
Timmy McClain,Bethune-Cookman,1,61.0,1.0
Justin Cayenne,Florida International,7,61.0,0.0
Christian Pedersen,Morehead State,6,61.0,0.0
Jerrod Hicks,Southern,9,61.0,0.0
Kingston Tisdell,Weber State,1,61.0,1.0
Blake Youngblood,Holy Cross,8,61.0,1.0
Kendric Sanders,Cal Poly,6,61.0,0.0
Logan Loya,Minnesota,10,61.0,0.0
Ryan Niblett,Texas,7,61.0,0.0
Coleman Kuntz,South Dakota State,5,61.0,0.0
Cobey Thompkins,The Citadel,1,61.0,1.0
Donovan Price,Alabama A&M,6,61.0,0.0
Jahlun Flud,Morgan State,8,61.0,0.0
Landen Lucas,Tulsa,12,61.0,0.0
Jawarn Howell,South Carolina,4,61.0,0.0
Chubba Purdy,Nevada,9,61.0,0.0
Joshua Guerin,Navy,3,60.0,0.0
Kevon King,Norfolk State,10,60.0,0.0
Dorian Lewis,UL Monroe,10,60.0,0.0
Ajenavi Byrd,Virginia St,3,60.0,0.0
Jalen Geer,Princeton,4,60.0,0.0
Mitrend Curry,Greensboro College,5,60.0,0.0
Lontrell Turner,Incarnate Word,10,60.0,0.0
Kente Edwards,Lafayette,9,60.0,0.0
Robert Young,Weber State,6,60.0,0.0
Zion Fowler-El,Pittsburgh,7,60.0,1.0
Connor Lair,Missouri State,5,60.0,1.0
Landon Strother,Louisiana,7,60.0,0.0
Jayden Sumpter,Georgetown,11,60.0,0.0
Agyeman Addae,UCF,6,60.0,0.0
Holden Staes,Indiana,6,60.0,1.0
Justice Haynes,Michigan,13,60.0,0.0
Ryan Stubblefield,South Carolina State,4,60.0,4.0
DJ Taylor,Middle Tennessee,8,60.0,0.0
Harold Duvall,Fresno State,3,60.0,1.0
Julian Lewis,Colorado,1,59.0,1.0
Taylen Green,Arkansas,4,59.0,4.0
Jaylen Thompson,McNeese,4,59.0,0.0
Davion Godley,Weber State,9,59.0,0.0
Mabrey Mettauer,Sam Houston,1,59.0,1.0
Josh Dallas,Georgia Southern,7,59.0,0.0
Cameron Hergott,Eastern Kentucky,6,59.0,0.0
Ty Clark III,Wake Forest,8,59.0,0.0
Brian McQuaide,Nicholls,7,59.0,0.0
Khalil Eichelberger,East Tennessee State,9,59.0,0.0
Michael Merdinger,Liberty,1,59.0,1.0
Myion Hicks,Northwestern State,16,59.0,0.0
Gavin Rutherford,Stephen F. Austin,4,59.0,4.0
Dylan Vickerson,Alabama State,5,59.0,0.0
Ben Croasdale,Furman,7,59.0,0.0
Aidan Stephens,Yale,11,59.0,0.0
Elijah Jennings,Monmouth,7,59.0,0.0
Quincy Porter,Ohio State,4,59.0,0.0
Ju'Juan Johnson,LSU,13,59.0,0.0
J.C. Sivley,UAB,6,59.0,0.0
Isaac Stopke,Morehead State,8,59.0,0.0
Tiger Bachmeier,BYU,7,59.0,0.0
Clay Ash,West Virginia,11,59.0,0.0
Naieem Kearney,Campbell,10,59.0,0.0
Donerio Davenport,Jackson State,10,59.0,0.0
Nate Bell,Eastern Washington,4,59.0,1.0
Johntu Reed,Cornell,6,59.0,0.0
Rodshaun Dorsey,ERSKINE,3,58.0,0.0
Jamarion Morrow,Texas A&M,5,58.0,1.0
John Mateer,Oklahoma,1,58.0,1.0
Nate Burleson II,Nevada,3,58.0,0.0
Ajon Bryant,Sacramento State,2,58.0,0.0
Ryder Kusch,Temple,12,58.0,2.0
Terrell Timmons Jr.,Colorado,3,58.0,0.0
Marcel Reed,Texas A&M,3,58.0,3.0
Owen McCown,UTSA,5,58.0,5.0
Bryant Sanchez,Arkansas-Pine Bluff,8,58.0,0.0
Treymon Echols,McNeese,6,58.0,0.0
Rahmon Hart Jr.,Campbell,8,58.0,0.0
Patrick Clacks III,Buffalo,12,58.0,1.0
Terrance Gibbs,Georgia Southern,6,58.0,0.0
Britain Simmons,Lamar,4,58.0,0.0
Kevin Schaeffer,Rhode Island,2,58.0,1.0
Joe McNab,Eastern Illinois,6,58.0,1.0
Jamel Hardy,UTSA,9,58.0,0.0
Christian Clark,Texas,4,57.0,0.0
Elijah Canion,Liberty,4,57.0,0.0
Anthony Grigsby Jr.,Cal Poly,1,57.0,1.0
Micah Gilbert,Notre Dame,7,57.0,1.0
Dylan Creech,Alabama State,6,57.0,0.0
Qwentin Brown,Brown,13,57.0,0.0
Jake Appleget,Northern Illinois,7,57.0,1.0
Smith Snowden,Utah,13,57.0,0.0
Jake Overman,Pittsburgh,8,57.0,0.0
Duncan Brune,Ohio,4,57.0,0.0
Ralph Rucker,Bucknell,2,57.0,2.0
Jamezell Lassiter,Vanderbilt,4,57.0,0.0
Jay Harris,Oregon,3,57.0,0.0
Laden Beckwith,Charleston Southern,3,57.0,0.0
Luke Bracey,North Carolina Central,8,57.0,1.0
Eddie Burgess,Upper Iowa University,4,56.0,0.0
Joseph Koch,St. Thomas (MN),5,56.0,0.0
Heinrich Haarberg,Nebraska,8,56.0,1.0
Daniel Bray,Utah,7,56.0,0.0
Kolbe Burrell,Northwestern State,11,56.0,0.0
Michael Pettway,Jacksonville State,7,56.0,0.0
Justius Lowe,Oregon,6,56.0,0.0
Justin Olson,Charlotte,2,56.0,0.0
Taharin Sudderth,East Tennessee State,5,56.0,1.0
Deshaun Buchanan,New Mexico,6,56.0,0.0
Kyrie Tyson,Lincoln (PA),5,56.0,1.0
Ben Turner,Marshall,9,56.0,0.0
Zack Simmons-Brown,Tennessee State,13,56.0,0.0
Declan McKevitt,Maine,8,56.0,0.0
Dason Brooks,Idaho State,11,56.0,0.0
Mason Sheron,Davidson,5,56.0,0.0
Anthony Carrie,Florida International,9,56.0,0.0
Aidan Garcia,Idaho State,5,56.0,1.0
Adonis Moise,Kansas State,6,56.0,0.0
Alfred Honesty,William & Mary,3,56.0,1.0
Jalen Bonds,Ball State,2,56.0,0.0
James Peoples,Ohio State,10,56.0,0.0
Jace Wilson,Sacramento State,3,56.0,0.0
Watson Hafer,North Dakota,9,56.0,0.0
Te'Sean Smoot,Alabama State,3,56.0,3.0
Richard Dandridge,Youngstown State,5,55.0,1.0
Jer'Michael Carter,Oklahoma,6,55.0,0.0
Whit Hobgood,The Citadel,3,55.0,1.0
Brayden Loftin,Kansas State,6,55.0,0.0
Langston Green,Davidson,6,55.0,0.0
Zion Taylor,Georgia Tech,7,55.0,0.0
Triston Edwards,Central Arkansas,6,55.0,0.0
Koi Perich,Minnesota,3,55.0,0.0
Roman Gagliano,Middle Tennessee,2,55.0,2.0
Jaylen Mbakwe,Alabama,3,55.0,0.0
Maika Heck,Central Connecticut,6,55.0,0.0
Reed Boyd,McNeese,4,55.0,0.0
Za'Ron Collins,James Madison,6,55.0,0.0
Dylan Burk,Sam Houston,6,55.0,0.0
Joshua Roberson,Stonehill,7,55.0,0.0
Elyjah Mitchell,Norfolk State,7,55.0,0.0
Ben Buisson,Northwestern State,4,55.0,1.0
Antonio Wright,Presbyterian,6,55.0,0.0
Drew Cassens,Ball State,5,55.0,0.0
Carson Bruhn,Kansas,5,55.0,0.0
Thai Chiaokhiao-Bowman,UConn,6,55.0,0.0
Coleby Hamm,McNeese,5,55.0,0.0
AJ Bosch,Bucknell,5,55.0,0.0
Seth Anderson,Iowa,10,54.0,2.0
Dareion Murphy,Princeton,8,54.0,0.0
Quinton Brown,Boise State,4,54.0,1.0
Jackson Gilkey,Weber State,3,54.0,3.0
Zach Courtney,Coastal Carolina,4,54.0,0.0
Will Jones,Davidson,9,54.0,0.0
Evan Boyd,Michigan State,3,54.0,0.0
Landon Morris,California,5,54.0,1.0
Manny Covey,Cincinnati,3,54.0,0.0
Rashid Williams,Washington,5,54.0,0.0
Khamani Robinson,Bethune-Cookman,5,54.0,0.0
Dawson Hearne,Tarleton State,5,54.0,1.0
Christian Peters,Arkansas-Pine Bluff,2,54.0,2.0
EJ Colson,Incarnate Word,2,54.0,2.0
Aidan Laughery,Illinois,9,54.0,0.0
Davon Kiser,Cornell,8,54.0,0.0
Rayfield Lotten,Sam Houston,3,54.0,0.0
Chase Cross,Lincoln (CA),3,53.0,0.0
Mekhi Miller,Tulsa,8,53.0,0.0
Angel Johnson,Washington State,6,53.0,0.0
Kayleb Barnett,Vanderbilt,6,53.0,1.0
JJ Cowan,Campbell,9,53.0,1.0
Jaylen McGill,North Carolina,7,53.0,0.0
Kylin Wheeler,Nicholls,1,53.0,0.0
TJ Engleman,East Carolina,7,53.0,0.0
Shaborne Demps,Florida International,5,53.0,0.0
Jackson Harper,UConn,8,53.0,1.0
Alec Pell,Austin Peay,5,53.0,0.0
Taliq Brown,Utah Tech,6,53.0,0.0
Cayden Betts,Stetson,5,53.0,1.0
Cam Abshire,Oklahoma State,8,53.0,0.0
Elijah Gilliam,Fresno State,7,53.0,0.0
Austyn Dendy,Bowling Green,3,53.0,0.0
BJ Norman,UAlbany,7,53.0,0.0
Evan Shafer,Montana,7,53.0,0.0
DePhabian Fant,Mississippi Valley State,5,53.0,0.0
Brandon Tennison,UTSA,2,53.0,2.0
KZ Adams,South Carolina State,4,53.0,0.0
Nate Thomas,Idaho,9,53.0,0.0
Aviyon Smith-Mack,Sam Houston,10,53.0,0.0
Duke Watson,Louisville,6,53.0,1.0
Michael Rumoro,Valparaiso,7,52.0,0.0
Brandon Buckhaulter,UL Monroe,4,52.0,1.0
Alex Gochis,Duquesne,4,52.0,0.0
Devin Ellison,Washington State,3,52.0,1.0
Gerald Modest,Wofford,7,52.0,0.0
Hayden Large,Iowa,8,52.0,0.0
Jake Tarwater,Fresno State,5,52.0,0.0
Arik Gilbert,Savannah St,1,52.0,0.0
Jimmy Calloway,Tulane,3,52.0,0.0
Elijah Moore,Florida State,3,52.0,0.0
Graham Smith,Yale,7,52.0,1.0
Brandon Ramirez,Fresno State,4,52.0,0.0
Rod Gibbs,South Alabama,6,52.0,1.0
Jamai East,Oregon State,4,52.0,0.0
Daniel Tarabrella,Duquesne,8,52.0,2.0
Torey Morrison,Edward Waters,5,52.0,0.0
Deakon Tonielli,Michigan,6,52.0,0.0
Connor Ruth,Tennessee State,7,52.0,1.0
Grant Stec,Wisconsin,5,52.0,0.0
Cam Bland,Samford,9,52.0,0.0
Jr. Mark Didio,New Haven,2,52.0,1.0
Trent Battle,TCU,9,52.0,0.0
Jacob Barrick,West Virginia,7,52.0,0.0
Jayden Moore,Duke,7,52.0,0.0
Jaylon Glover,UNLV,7,52.0,0.0
Charlie Kreinbucher,Bucknell,5,52.0,0.0
Terron Kellman,Wyoming,5,52.0,0.0
Christopher Frew,Air Force,8,52.0,0.0
Sincere Baines,Maine,12,52.0,1.0
Andrew Frazier,Grambling,5,52.0,0.0
Tristian Gentry,Texas Tech,4,51.0,0.0
Miles Marshall,Southern Illinois,3,51.0,0.0
Nyir Jones,Lamar,2,51.0,0.0
Amaree Williams,Florida State,2,51.0,1.0
Alton McCaskill,Sam Houston,7,51.0,1.0
Noah Colon,Hampton,7,51.0,0.0
Jaiven Plummer,California,1,51.0,0.0
Lynel Billups-Williams,Miami (OH),6,51.0,0.0
Quentin Moore,Washington,4,51.0,0.0
Cooper Alexander,Iowa State,5,51.0,0.0
Eric Gibson Jr.,Northern Colorado,4,51.0,4.0
Dom Nankil,San Diego,2,51.0,2.0
Brandon London,St. Francis (PA),2,51.0,0.0
Jackson Conners-McCarthy,Marist,10,51.0,0.0
Mari Adams,Davidson,8,51.0,0.0
Mekhi Fox,Eastern Michigan,1,51.0,0.0
Jaden Craig,Harvard,2,51.0,2.0
Jaylon Spears,Incarnate Word,16,51.0,0.0
Jaylon Hawkins,San Diego State,6,51.0,0.0
Nicholas Brown,South Carolina State,6,51.0,0.0
DJ Butler,Houston,7,51.0,0.0
Zachary Card,Oregon State,6,51.0,0.0
Anthony Grossnickle,Thomas More College,7,51.0,0.0
Rod Gainey Jr.,Charlotte,15,51.0,0.0
Squirrel White,Florida State,4,51.0,0.0
Derek Robertson,Monmouth,1,51.0,1.0
Laquan Veney,North Carolina A&T,1,51.0,0.0
Trae Swartz,Troy,4,51.0,1.0
Josh Altsman,Pittsburgh,6,51.0,1.0
Joe Griffin,Elizabeth City State,4,51.0,1.0
Kyler Kasper,Oregon,2,51.0,0.0
Harrison Bey-Buie,Northern Iowa,7,51.0,0.0
Alexander Diggs,Kennesaw State,10,51.0,0.0
Ashton Strother,Southern,1,51.0,1.0
Malachi Brown,Cal Poly,4,51.0,0.0
Cole Fulton,Colgate,7,51.0,0.0
Cameren Smith,Charlotte,10,51.0,0.0
Cutter Boley,Kentucky,2,50.0,2.0
Parker Poloskey,Army,3,50.0,0.0
Zach Osborne,Colgate,2,50.0,2.0
Timothy Carter,Incarnate Word,9,50.0,0.0
James Jones,Delaware State,5,50.0,0.0
Tyrei Washington,Cal Poly,7,50.0,0.0
Preston Rex,BYU,3,50.0,0.0
Tyler Nansel,Drake,5,50.0,0.0
Dominic Oliver,Utah Tech,5,50.0,0.0
CJ Johnson II,Tulsa,4,50.0,1.0
Michael Otterstedt,Cal Poly,2,50.0,0.0
Nolan Ray,Maryland,11,50.0,0.0
Jackson Pryor,Furman,4,50.0,1.0
Sieh Bangura,Ohio,10,50.0,0.0
Ethen Cluff,Northern Arizona,7,50.0,0.0
Dante Daniels,NC State,5,50.0,1.0
Michael Scott,James Madison,6,50.0,0.0
Ke'Marion Baldwin,Charleston Southern,8,50.0,0.0
Darius Johnson,Syracuse,6,50.0,0.0
Allen Middleton,Bowling Green,7,50.0,0.0
Sammy Dresie,South Dakota State,3,50.0,0.0
Beau Brungard,Youngstown State,1,50.0,0.0
Carlos Smith,Bowie State,4,50.0,0.0
Isiah St. Romain,North Dakota State,4,50.0,1.0
Josh Sterzer,Utah State,6,50.0,1.0
Joshua Pikl,East Texas A&M,6,49.0,0.0
Thad Franklin,Florida A&M,6,49.0,0.0
Sebastian Boyea,Northern Michigan,4,49.0,0.0
PJ Martin,South Alabama,5,49.0,0.0
Parker Navarro,Ohio,1,49.0,1.0
Brooks Ferguson,Portland State,4,49.0,0.0
Pat Damon,Bentley,7,49.0,0.0
Zyion Claville,Texas Southern,4,49.0,0.0
Chase Mason,South Dakota State,2,49.0,2.0
Michael Hegarty,Pennsylvania,7,49.0,0.0
Jade Kneeland,Austin Peay,5,49.0,0.0
Jayden Limar,Oregon,7,49.0,0.0
Dae'Trell Cooper,Arkansas-Pine Bluff,6,49.0,0.0
Jaiden Daniels,East Tennessee State,2,49.0,0.0
Logan Conklin,North Dakota State,5,49.0,0.0
Braylen Walker,Rice,6,49.0,0.0
Joseph Young,Florida Atlantic,3,49.0,0.0
Kentrel Bullock,South Alabama,13,49.0,1.0
LeBron Bond,Indiana,5,49.0,0.0
DJ Gordon,Harvard,5,48.0,0.0
Sacovie White,Georgia,6,48.0,0.0
Rodney Bullard Jr.,Michigan State,4,48.0,0.0
Luke Woodson,Drake,8,48.0,0.0
Dawson Adams-Grenier,Campbell,4,48.0,0.0
Jordan Harris,Harvard,7,48.0,0.0
Daniel Frederick,Elon,9,48.0,0.0
Rocco Ciocca,Indiana State,7,48.0,0.0
Jyron Waiters,East Carolina,4,48.0,0.0
Kevorian Barnes,TCU,10,48.0,0.0
Nick Osho,Indiana State,10,48.0,1.0
Conor O'Neil,Georgetown,5,48.0,0.0
Carter Neuman,Bryant,5,48.0,0.0
Terrell Russell,Howard,1,48.0,1.0
Kevin Boone,Charleston Southern,2,48.0,0.0
Randall Nauden,Morgan State,6,48.0,0.0
Vaughn Blue,Liberty,3,48.0,0.0
Preston Kilgore,East Texas A&M,7,48.0,0.0
Zavion Woodard,Stonehill,7,48.0,0.0
Wilhelm Daal,Yale,10,48.0,0.0
Jordon Davison,Oregon,11,48.0,0.0
Luke Altmyer,Illinois,3,48.0,3.0
Kojo Antwi,Colorado State,8,48.0,0.0
Davis Dalton,Southern Miss,3,48.0,0.0
Damien Jones,Alcorn State,7,47.0,0.0
Amari Clayton,Nicholls,4,47.0,0.0
Jaxon Dailey,Northern Iowa,3,47.0,3.0
Kyle Morgan,North Carolina Central,6,47.0,1.0
Jalen Butler,Old Dominion,8,47.0,0.0
Kyle Koontz,Houston Christian,6,47.0,0.0
Nathaniel Eberly-Rodriguez,Chattanooga,4,47.0,0.0
Jay Pearson,Eastern Illinois,6,47.0,0.0
Wenkers Wright,Illinois State,11,47.0,2.0
Zachary Palmer-Smith,UL Monroe,7,47.0,0.0
Jayden Dixon-Veal,California,4,47.0,1.0
Burke Carroll,Georgetown,4,47.0,0.0
Anthony Robinson,Pace,2,47.0,0.0
Javian Hester,Kentucky,6,47.0,0.0
Zy'Aire Fletcher,Kent State,2,47.0,0.0
Xavier Williams,Iowa,7,47.0,0.0
Jace Henry,Nevada,7,47.0,0.0
Rashad Caldwell,Princeton,7,47.0,0.0
Ethan Weber,Lafayette,9,47.0,0.0
Gavin Grover,Cincinnati,3,47.0,0.0
Sean Weston,Delaware State,6,47.0,0.0
Santino Correa,Marist,4,47.0,1.0
Nare Means,Hampton,3,46.0,0.0
Lawson Albright,Northwestern,6,46.0,0.0
Mekhi Maddox,Alabama A&M,4,46.0,0.0
Kaleb Commings,Allen,2,46.0,0.0
Jaquaize Pettaway,East Carolina,13,46.0,0.0
Isaiah Rudison,New Mexico State,9,46.0,0.0
Cade Conley,Western Michigan,7,46.0,1.0
Ryan Morrow,Alabama A&M,5,46.0,0.0
Christian McNees,Nicholls,4,46.0,0.0
Michael Nix,Butler,4,46.0,0.0
Anthony Miller Jr.,Tulane,4,46.0,0.0
Jack Shields,UAlbany,4,46.0,3.0
Winn Sharp,Bowling Green,5,46.0,0.0
Kezion Dia-Johnson,Massachusetts,5,46.0,0.0
Kam Davis,Florida State,3,46.0,0.0
Joseph Bearns III,Charlotte,9,46.0,1.0
Preston Fox,West Virginia,3,46.0,0.0
Rylan Green,UL Monroe,3,46.0,0.0
Skyler Locklear,UTEP,2,46.0,2.0
Ricky Parks,Fordham,11,46.0,0.0
Darryle Evans,Houston Christian,7,46.0,0.0
Sam Peiffer,Houston Christian,4,45.0,0.0
Daniel Blood,Missouri,4,45.0,0.0
Walker Eget,San José State,2,45.0,1.0
Winston Williams,UC Davis,5,45.0,1.0
Madrid Tucker,North Carolina,9,45.0,0.0
Charles Pierre Jr.,South Dakota,4,45.0,0.0
Billy Roberson II,Howard,6,45.0,0.0
Jaren Randle,UTSA,4,45.0,0.0
Myles Cox,Western Illinois,6,45.0,0.0
Gavin Garcia,Kent State,3,45.0,0.0
Zachary Mitchell,Incarnate Word,7,45.0,0.0
Marshall Pritchett,Alabama,6,45.0,0.0
Nathan Mcneil,Iowa,5,45.0,0.0
John Anthony,Lindenwood,4,45.0,0.0
Nathan Kent,Towson,2,45.0,2.0
Devin Alves,Virginia Tech,3,45.0,1.0
Cam Edwards,Western Illinois,4,45.0,0.0
Ethan Lawrence,Campbell,8,45.0,0.0
Nader Chirchi,UConn,3,45.0,0.0
Carson Workman,Western Oregon,3,45.0,0.0
Ny Carr,Miami,3,45.0,0.0
John Simmons III,Howard,4,44.0,1.0
DJ Scott,North Dakota State,4,44.0,0.0
Jackson Worley,Troy,5,44.0,1.0
Nathan Lhotsky,VMI,5,44.0,0.0
Shimique Blizzard,North Carolina A&T,6,44.0,0.0
Jaquez Moore,Duke,4,44.0,0.0
Dylland McClendon,Texas Southern,3,44.0,0.0
Dylan Lonergan,Boston College,5,44.0,4.0
Jonathan Lawson,New Haven,3,44.0,0.0
Randy Reece,East Texas A&M,4,44.0,0.0
Dean Patterson,Georgia Tech,3,44.0,0.0
Braylon Braxton,Southern Miss,3,44.0,3.0
Jacary Lightsey,Davidson,2,44.0,0.0
Preston Agee,Thomas More College,7,44.0,0.0
Jaden Meizinger,Drake,4,44.0,1.0
Damar Jackson,Delaware State,3,44.0,0.0
Brody Judd,Northern Colorado,2,43.0,0.0
Leon Haughton Jr.,Maryland,4,43.0,1.0
Brady Preston,Butler,5,43.0,1.0
Tabias Hinton,Alcorn State,4,43.0,0.0
EJ Gatling,Elizabeth City State,3,43.0,0.0
Cyncir Bowers,West Virginia,6,43.0,0.0
Jamarion McDougle,Ball State,2,43.0,0.0
NaQuari Rogers,Utah,3,43.0,0.0
Isaiah Myers,Western Kentucky,2,43.0,0.0
Jaden Hale,Kentucky State,4,43.0,0.0
Matt Lowe,Morgan State,5,43.0,1.0
Jacorian Sewell,Alcorn State,10,43.0,0.0
Hogan Hansen,Michigan,3,43.0,0.0
Trevor Theuerkauf,Northern Michigan,3,43.0,0.0
Owen Johnson,North Dakota State,2,43.0,0.0
Bretton Stone,Utah Tech,7,43.0,0.0
DJ Stevenson,Arkansas-Pine Bluff,2,43.0,2.0
Kwinten Ives,Nebraska,3,43.0,0.0
Tyvonn Byars,Rice,1,43.0,0.0
Cooper Hoch,San José State,5,43.0,0.0
Linkon Cure,Kansas State,6,43.0,0.0
Jett Booker,SE Louisiana,4,43.0,0.0
